User_ID,User_Location,User_Locale,User_Contributions,Travel_Date,Published_Date,Rating,Helpful_Votes,number_of_times_abroad,Age,Travel Style,Duration of Stay (Days),Monthly Income (USD),Preferred Activities 1,Preferred Activities 2,Preferred Activities 3,Preferred Travel Season,Preferred Mode of Transportation,Tech Savvy,Accommodation Type,Category
User 981,Colombo,en_US,200,16-Jul,2016-07-04T06:06:05-04:00,3,0,4,53.0,couples,0m1w5d,6568.0,Ayurvedic Spas,Lake and River,Boutique Hotels,Spring,Car,Low,Resort,Luxury & Relaxation
User 985,"Bratislava, Slovakia",sk_SK,25,16-Mar,2016-06-03T03:35:30-04:00,5,0,6,54.0,solo,0m0w6d,7425.0,Beaches,Boutique Hotels,Hill Country,Spring,Van,Low,Guesthouse,Luxury & Relaxation
User 1004,"Leeds, United Kingdom",en_UK,7,16-Oct,2016-10-13T23:34:13-04:00,3,0,10,50.0,group,0m1w0d,6290.0,Beaches,Hill Country,Whale Watching,Spring,Uber,Medium,Guesthouse,Luxury & Relaxation
User 1006,"Poole, United Kingdom",en_UK,230,16-Sep,2016-10-06T07:17:22-04:00,3,0,10,67.0,couples,0m1w1d,6830.0,Whale Watching,Boutique Hotels,Beaches,Fall,Uber,Low,Hotel,Luxury & Relaxation
User 1009,"Dortmund, Germany",de,3,23-Mar,2023-03-06T21:58:13-05:00,3,0,5,42.0,solo,0m1w2d,7594.0,Hill Country,Whale Watching,Beaches,Spring,Uber,Medium,Guesthouse,Luxury & Relaxation
User 1013,"Greater Perth, Australia",en_US,55,19-Nov,2020-01-18T05:44:38-05:00,4,1,0,41.0,solo,0m0w6d,6166.0,Beaches,Whale Watching,Lake and River,Spring,Van,Medium,Resort,Luxury & Relaxation
User 1014,"Dubai, United Arab Emirates",en_US,13,19-Dec,2019-12-21T18:22:49-05:00,4,0,15,58.0,group,0m1w3d,7661.0,Lake and River,Beaches,Boutique Hotels,Winter,Car,Low,Resort,Luxury & Relaxation
User 1020,"Barrow-in-Furness, United Kingdom",en_UK,3,19-Apr,2019-05-08T02:02:40-04:00,5,1,8,44.0,couples,0m1w1d,7309.0,Ayurvedic Spas,Whale Watching,Lake and River,Spring,Car,Medium,Hotel,Luxury & Relaxation
User 1024,"Lymington, United Kingdom",en_UK,68,18-Nov,2018-11-17T19:15:10-05:00,5,0,5,47.0,couples,0m1w3d,6618.0,Ayurvedic Spas,Boutique Hotels,Whale Watching,Spring,Uber,Medium,Resort,Luxury & Relaxation
User 1027,"Staten Island, New York",en_US,3,18-Oct,2018-10-12T03:06:51-04:00,5,1,9,47.0,couples,0m2w0d,7999.0,Boutique Hotels,Ayurvedic Spas,Whale Watching,Summer,PickMe,Medium,Resort,Luxury & Relaxation
User 1030,"Perugia, Italy",en_US,27,18-Aug,2018-08-13T00:15:55-04:00,5,3,3,40.0,couples,0m1w3d,7356.0,Boutique Hotels,Hill Country,Lake and River,Spring,Car,Medium,Resort,Luxury & Relaxation
User 1033,"Meir, Belgium",en_US,30,18-Jul,2018-07-11T19:19:06-04:00,4,1,0,49.0,couples,0m2w0d,5731.0,Hill Country,Beaches,Ayurvedic Spas,Winter,Van,Medium,Resort,Luxury & Relaxation
User 1037,"Adelaide, Australia",en_US,213,17-Jul,2017-07-26T07:46:34-04:00,4,0,3,40.0,group,0m1w4d,5250.0,Lake and River,Boutique Hotels,Beaches,Winter,Car,Medium,Guesthouse,Luxury & Relaxation
User 1042,"Sandpoint, Idaho",en_US,6,17-Jun,2017-06-17T06:41:52-04:00,5,0,4,42.0,group,0m1w0d,6667.0,Lake and River,Ayurvedic Spas,Beaches,Winter,Car,Medium,Hotel,Luxury & Relaxation
User 1045,"Auckland Central, New Zealand",en_US,5,17-Jan,2017-01-11T18:21:39-05:00,5,0,1,50.0,solo,0m1w1d,7764.0,Hill Country,Boutique Hotels,Lake and River,Summer,Uber,Medium,Resort,Luxury & Relaxation
User 1074,"Melbourne, Australia",en_US,13,16-Sep,2016-09-21T01:27:09-04:00,4,1,0,40.0,solo,0m1w2d,6359.0,Whale Watching,Ayurvedic Spas,Beaches,Winter,Car,Medium,Guesthouse,Luxury & Relaxation
User 1078,"Tunis, Tunisia",en_UK,50,16-Sep,2016-09-05T06:39:54-04:00,4,0,10,45.0,couples,0m1w3d,6470.0,Hill Country,Ayurvedic Spas,Lake and River,Winter,PickMe,Medium,Guesthouse,Luxury & Relaxation
User 1096,"Greater London, United Kingdom",en_US,4,15-Sep,2015-09-25T07:24:08-04:00,5,0,10,49.0,group,0m1w5d,6551.0,Ayurvedic Spas,Beaches,Boutique Hotels,Winter,Uber,Medium,Resort,Luxury & Relaxation
User 1097,doncaster,en_UK,90,15-Sep,2015-09-22T05:06:15-04:00,4,1,14,42.0,solo,0m1w3d,7732.0,Boutique Hotels,Ayurvedic Spas,Whale Watching,Winter,Car,Medium,Resort,Luxury & Relaxation
User 1104,"Midsomer Norton, United Kingdom",en,585,15-Feb,2015-02-17T19:39:33-05:00,3,1,3,55.0,solo,0m0w5d,8664.0,Hill Country,Beaches,Boutique Hotels,Summer,Van,Low,Resort,Luxury & Relaxation
User 1105,"Bonn, Germany",en_UK,5,15-Feb,2015-02-09T19:19:35-05:00,4,1,7,53.0,group,0m2w0d,8628.0,Lake and River,Beaches,Whale Watching,Winter,AC-Bus,Low,Guesthouse,Luxury & Relaxation
User 1110,"Cooper City, Florida",en_US,45,13-May,2014-04-01T02:11:56-04:00,1,3,6,41.0,solo,0m1w0d,6812.0,Beaches,Hill Country,Ayurvedic Spas,Winter,Car,Medium,Hotel,Luxury & Relaxation
User 1111,Florida,en_US,390,14-Feb,2014-03-24T06:20:12-04:00,4,2,10,47.0,couples,0m1w1d,6952.0,Lake and River,Whale Watching,Boutique Hotels,Spring,Car,Medium,Hotel,Luxury & Relaxation
User 1112,"Dubai, United Arab Emirates",en_US,9,13-Apr,2014-01-05T05:38:21-05:00,5,0,6,43.0,solo,0m0w5d,5485.0,Hill Country,Boutique Hotels,Lake and River,Spring,AC-Bus,Medium,Guesthouse,Luxury & Relaxation
User 1114,"Faro, Portugal",en_US,134,13-Aug,2013-08-21T23:29:29-04:00,5,2,8,54.0,solo,0m1w3d,9351.0,Whale Watching,Boutique Hotels,Hill Country,Spring,Car,Low,Resort,Luxury & Relaxation
User 1121,Dehiwela,en_US,18,13-Jan,2013-01-09T19:41:17-05:00,4,0,2,57.0,group,0m1w0d,6309.0,Hill Country,Boutique Hotels,Whale Watching,Spring,Uber,Low,Guesthouse,Luxury & Relaxation
User 1124,"Brisbane, Australia",en_US,21,12-Sep,2012-10-01T01:28:40-04:00,5,1,1,43.0,solo,0m1w1d,7996.0,Beaches,Hill Country,Boutique Hotels,Winter,Uber,Medium,Guesthouse,Luxury & Relaxation
User 1129,"Jounieh, Lebanon",en_US,27,16-Mar,2016-04-21T07:01:32-04:00,3,0,3,43.0,couples,0m1w3d,7993.0,Lake and River,Ayurvedic Spas,Beaches,Spring,Uber,Medium,Guesthouse,Luxury & Relaxation
User 1131,"Uddevalla, Sweden",sv,124,16-Feb,2016-03-17T06:29:24-04:00,3,1,13,54.0,solo,0m1w1d,7163.0,Hill Country,Beaches,Lake and River,Winter,Uber,Low,Hotel,Luxury & Relaxation
User 1136,"Great Missenden, United Kingdom",en_UK,223,15-Mar,2015-03-30T08:36:07-04:00,2,2,13,59.0,group,0m1w2d,6596.0,Ayurvedic Spas,Hill Country,Lake and River,Winter,Uber,Low,Guesthouse,Luxury & Relaxation
User 1141,Kadawatha,en_US,39,14-Aug,2014-08-20T20:11:17-04:00,5,1,6,52.0,group,0m2w0d,9766.0,Beaches,Lake and River,Boutique Hotels,Winter,Car,Low,Hotel,Luxury & Relaxation
User 1148,"Bengaluru, India",en_US,21,21-Dec,2022-01-09T07:36:15-05:00,5,0,6,54.0,solo,0m0w5d,6022.0,Whale Watching,Boutique Hotels,Beaches,Summer,AC-Bus,Low,Hotel,Luxury & Relaxation
User 1156,"Jigani, India",en_IN,29,23-Apr,2023-05-12T13:00:08-04:00,5,0,6,55.0,couples,0m1w0d,7317.0,Beaches,Boutique Hotels,Whale Watching,Winter,Uber,Low,Hotel,Luxury & Relaxation
User 1161,"Leeds, United Kingdom",en_US,159,22-Mar,2022-03-06T15:17:12-05:00,5,0,8,42.0,group,0m2w0d,6072.0,Boutique Hotels,Hill Country,Beaches,Winter,Uber,Medium,Guesthouse,Luxury & Relaxation
User 1162,"Bystrice nad Pernstejnem, Czech Republic",cs,9,22-Feb,2022-02-19T08:17:50-05:00,5,0,2,58.0,couples,0m1w6d,7777.0,Hill Country,Boutique Hotels,Ayurvedic Spas,Spring,Uber,Low,Hotel,Luxury & Relaxation
User 1169,"Surrey, United Kingdom",en_UK,9,20-Jan,2020-02-17T06:38:56-05:00,2,1,1,48.0,couples,0m2w0d,7709.0,Beaches,Hill Country,Whale Watching,Winter,PickMe,Medium,Hotel,Luxury & Relaxation
User 1170,planet earth,de,4,20-Feb,2020-02-16T22:15:11-05:00,1,0,11,57.0,couples,0m1w1d,7405.0,Hill Country,Whale Watching,Beaches,Winter,PickMe,Low,Hotel,Luxury & Relaxation
User 1175,"Stockport, United Kingdom",en_UK,15,20-Feb,2020-02-09T19:03:16-05:00,4,0,0,56.0,group,0m1w4d,7438.0,Beaches,Lake and River,Hill Country,Spring,Van,Low,Hotel,Luxury & Relaxation
User 1176,"Minneapolis, Minnesota",en_US,604,19-Dec,2020-02-09T08:23:47-05:00,5,0,12,55.0,solo,0m0w6d,8137.0,Hill Country,Ayurvedic Spas,Boutique Hotels,Spring,AC-Bus,Low,Guesthouse,Luxury & Relaxation
User 1178,"Krakow, Poland",pl_PL,35,20-Feb,2020-02-06T01:19:24-05:00,4,0,9,45.0,couples,0m1w1d,7949.0,Lake and River,Beaches,Hill Country,Winter,Van,Medium,Guesthouse,Luxury & Relaxation
User 1183,"Chiang Mai, Thailand",en_US,47,20-Jan,2020-01-25T05:22:29-05:00,5,1,8,59.0,group,0m1w6d,8850.0,Lake and River,Hill Country,Whale Watching,Winter,AC-Bus,Low,Hotel,Luxury & Relaxation
User 1187,"Frankfurt, Germany",en_US,12,20-Jan,2020-01-19T07:19:59-05:00,3,2,15,56.0,group,0m1w1d,6881.0,Boutique Hotels,Ayurvedic Spas,Hill Country,Winter,Car,Low,Hotel,Luxury & Relaxation
User 1188,"Lugano, Switzerland",it,28,20-Jan,2020-01-18T23:27:25-05:00,5,1,1,45.0,group,0m1w3d,6106.0,Beaches,Boutique Hotels,Lake and River,Winter,Uber,Medium,Hotel,Luxury & Relaxation
User 1192,"Thiruvananthapuram (Trivandrum), India",en_IN,20,20-Jan,2020-01-12T03:27:28-05:00,4,0,6,48.0,solo,0m1w0d,5452.0,Whale Watching,Lake and River,Ayurvedic Spas,Winter,AC-Bus,Medium,Resort,Luxury & Relaxation
User 1210,"Vilvoorde, Belgium",fr,62,19-Apr,2019-04-17T22:52:46-04:00,5,2,13,46.0,group,0m1w4d,6621.0,Beaches,Boutique Hotels,Ayurvedic Spas,Summer,Van,Medium,Guesthouse,Luxury & Relaxation
User 1222,"Marple, United Kingdom",en_UK,50,19-Jan,2019-04-02T12:52:28-04:00,5,0,9,59.0,group,0m1w1d,8789.0,Boutique Hotels,Whale Watching,Ayurvedic Spas,Fall,Car,Low,Resort,Luxury & Relaxation
User 1227,"Burgdorf, Switzerland",en_US,14,19-Mar,2019-03-23T01:30:43-04:00,5,0,10,45.0,solo,0m0w5d,5715.0,Ayurvedic Spas,Beaches,Lake and River,Winter,Car,Medium,Resort,Luxury & Relaxation
User 1244,"Cambridge, United Kingdom",en_US,154,19-Feb,2019-02-26T22:46:23-05:00,3,0,8,64.0,couples,0m1w6d,6195.0,Ayurvedic Spas,Lake and River,Boutique Hotels,Winter,PickMe,Low,Guesthouse,Luxury & Relaxation
User 1245,"Rochester, New York",en_US,90,19-Feb,2019-02-25T20:40:27-05:00,4,17,7,70.0,solo,0m0w6d,7176.0,Ayurvedic Spas,Hill Country,Whale Watching,Spring,AC-Bus,Low,Hotel,Luxury & Relaxation
User 1246,"Manchester, United Kingdom",en_IN,78,19-Feb,2019-02-23T01:14:32-05:00,3,1,4,45.0,couples,0m1w0d,5163.0,Whale Watching,Ayurvedic Spas,Boutique Hotels,Summer,Car,Medium,Hotel,Luxury & Relaxation
User 1248,"Corwen, United Kingdom",en_UK,38,19-Feb,2019-02-19T12:48:03-05:00,3,1,8,57.0,solo,0m0w6d,6924.0,Ayurvedic Spas,Beaches,Whale Watching,Spring,Uber,Low,Guesthouse,Luxury & Relaxation
User 1256,"Jaipur, India",en_IN,53,20-Jan,2020-01-10T09:07:11-05:00,5,0,2,47.0,group,0m1w3d,7305.0,Beaches,Hill Country,Boutique Hotels,Winter,AC-Bus,Medium,Guesthouse,Luxury & Relaxation
User 1257,"Glasgow, United Kingdom",en_UK,178,19-Dec,2020-01-09T13:14:31-05:00,3,1,6,58.0,group,0m1w1d,6533.0,Lake and River,Boutique Hotels,Hill Country,Winter,Uber,Low,Hotel,Luxury & Relaxation
User 1258,Helston,en_UK,106,20-Jan,2020-01-08T22:33:53-05:00,5,1,0,48.0,couples,0m1w5d,6456.0,Hill Country,Boutique Hotels,Ayurvedic Spas,Spring,PickMe,Medium,Hotel,Luxury & Relaxation
User 1262,United Kingdom,en_UK,92,20-Jan,2020-01-04T23:56:22-05:00,3,0,2,52.0,couples,0m1w4d,7284.0,Lake and River,Whale Watching,Beaches,Winter,PickMe,Low,Guesthouse,Luxury & Relaxation
User 1267,"Mumbai, India",en_IN,6,19-Dec,2019-12-26T17:16:06-05:00,5,0,5,44.0,couples,0m1w2d,6515.0,Boutique Hotels,Ayurvedic Spas,Whale Watching,Spring,Uber,Medium,Hotel,Luxury & Relaxation
User 1274,"Mumbai, India",en_US,155,19-Feb,2019-03-05T23:11:24-05:00,5,1,10,43.0,solo,0m1w2d,5393.0,Hill Country,Beaches,Lake and River,Spring,Car,Medium,Resort,Luxury & Relaxation
User 1282,"Vienna, Austria",en_US,17,19-Feb,2019-03-01T03:22:32-05:00,4,1,6,52.0,couples,0m1w6d,7680.0,Boutique Hotels,Ayurvedic Spas,Hill Country,Winter,PickMe,Low,Hotel,Luxury & Relaxation
User 1284,"London, United Kingdom",en_UK,28,19-Jan,2019-01-23T19:59:01-05:00,3,1,14,48.0,couples,0m1w2d,6904.0,Ayurvedic Spas,Hill Country,Beaches,Spring,Car,Medium,Hotel,Luxury & Relaxation
User 1290,"Essex, United Kingdom",en_UK,7,19-Jan,2019-01-20T05:04:53-05:00,2,1,6,59.0,couples,0m1w2d,8256.0,Whale Watching,Hill Country,Beaches,Fall,PickMe,Low,Guesthouse,Luxury & Relaxation
User 1299,"Auckland, New Zealand",en_NZ,16,19-Apr,2019-09-03T19:45:25-04:00,5,2,15,52.0,solo,0m1w2d,8397.0,Boutique Hotels,Beaches,Whale Watching,Spring,Van,Low,Hotel,Luxury & Relaxation
User 1300,"The Hague, The Netherlands",en_US,6,19-Aug,2019-08-23T20:05:02-04:00,5,0,12,54.0,group,0m1w2d,6668.0,Ayurvedic Spas,Whale Watching,Hill Country,Spring,Uber,Low,Resort,Luxury & Relaxation
User 1306,"Wroclaw, Poland",pl,11,19-Feb,2019-02-10T05:50:31-05:00,5,1,9,59.0,group,0m1w1d,7400.0,Lake and River,Whale Watching,Boutique Hotels,Spring,Uber,Low,Hotel,Luxury & Relaxation
User 1308,"Krakow, Poland",en_SG,92,19-Jan,2019-02-09T08:19:37-05:00,3,0,9,55.0,couples,0m1w3d,8106.0,Beaches,Boutique Hotels,Hill Country,Spring,Car,Low,Hotel,Luxury & Relaxation
User 1311,"Dublin, Ireland",en_US,10,19-Feb,2019-01-31T19:04:35-05:00,5,4,6,53.0,solo,0m1w3d,9271.0,Boutique Hotels,Beaches,Lake and River,Winter,Uber,Low,Resort,Luxury & Relaxation
User 1315,"Nottingham, United Kingdom",en_UK,39,19-Jan,2019-01-28T18:02:38-05:00,4,0,7,43.0,couples,0m1w3d,7587.0,Ayurvedic Spas,Hill Country,Lake and River,Winter,PickMe,Medium,Guesthouse,Luxury & Relaxation
User 1326,"Oslo, Norway",en_US,4,19-May,2019-05-04T01:16:46-04:00,5,0,4,55.0,solo,0m1w3d,7680.0,Whale Watching,Hill Country,Lake and River,Winter,AC-Bus,Low,Hotel,Luxury & Relaxation
User 1329,"Lucknow, India",en_IN,76,19-Apr,2019-04-22T22:58:24-04:00,4,0,7,42.0,couples,0m1w6d,6431.0,Boutique Hotels,Hill Country,Whale Watching,Fall,Uber,Medium,Resort,Luxury & Relaxation
User 1334,"Borehamwood, United Kingdom",en_US,103,19-Dec,2019-12-23T02:10:40-05:00,4,1,4,49.0,solo,0m1w0d,5791.0,Lake and River,Ayurvedic Spas,Beaches,Spring,Van,Medium,Hotel,Luxury & Relaxation
User 1336,"Singapore, Singapore",en_SG,63,19-Sep,2019-11-24T17:37:27-05:00,4,0,2,50.0,couples,0m1w6d,5855.0,Lake and River,Whale Watching,Hill Country,Spring,PickMe,Medium,Guesthouse,Luxury & Relaxation
User 1338,"Melbourne, Australia",en_AU,18,19-Nov,2019-11-10T16:02:41-05:00,1,2,14,47.0,solo,0m1w0d,5767.0,Ayurvedic Spas,Lake and River,Beaches,Winter,Car,Medium,Guesthouse,Luxury & Relaxation
User 1342,"Mumbai, Maharashtra, India",en_US,4,18-Dec,2019-09-18T23:47:21-04:00,5,0,2,45.0,solo,0m0w6d,7926.0,Lake and River,Hill Country,Whale Watching,Spring,Van,Medium,Resort,Luxury & Relaxation
User 1343,"Gillingham, United Kingdom",en_UK,20,19-Mar,2019-09-09T07:23:52-04:00,5,1,8,48.0,solo,0m1w3d,5778.0,Whale Watching,Hill Country,Lake and River,Spring,Uber,Medium,Guesthouse,Luxury & Relaxation
User 1345,"Lahore, Pakistan",en_US,22,19-Sep,2019-09-02T22:38:12-04:00,5,0,7,42.0,couples,0m1w0d,6380.0,Hill Country,Ayurvedic Spas,Lake and River,Spring,PickMe,Medium,Hotel,Luxury & Relaxation
User 1348,"Ahmadi, Kuwait",en_US,11,18-Sep,2019-07-02T02:57:57-04:00,5,0,10,55.0,couples,0m1w1d,8203.0,Whale Watching,Boutique Hotels,Ayurvedic Spas,Spring,Van,Low,Resort,Luxury & Relaxation
User 1357,"Leeds, United Kingdom",en_UK,3,20-Feb,2020-02-26T21:07:11-05:00,4,0,10,59.0,group,0m1w5d,8932.0,Ayurvedic Spas,Boutique Hotels,Hill Country,Spring,Van,Low,Guesthouse,Luxury & Relaxation
User 1362,"London, United Kingdom",en_UK,58,20-Feb,2020-02-09T15:46:43-05:00,4,1,4,40.0,group,0m1w0d,7284.0,Hill Country,Ayurvedic Spas,Whale Watching,Spring,Car,Medium,Resort,Luxury & Relaxation
User 1364,Chester,en_US,2,18-Oct,2018-10-31T10:39:57-04:00,5,0,3,51.0,solo,0m1w2d,8137.0,Lake and River,Hill Country,Beaches,Spring,Uber,Low,Resort,Luxury & Relaxation
User 1365,"Karachi, Pakistan",en_US,95,18-Aug,2018-10-06T13:04:56-04:00,4,1,7,53.0,solo,0m0w5d,7442.0,Hill Country,Whale Watching,Boutique Hotels,Spring,AC-Bus,Low,Hotel,Luxury & Relaxation
User 1372,"Pune, India",en_US,912,18-Sep,2018-09-08T11:08:35-04:00,3,0,6,56.0,solo,0m1w0d,7873.0,Ayurvedic Spas,Lake and River,Hill Country,Winter,Car,Low,Hotel,Luxury & Relaxation
User 1373,"Mumbai, India",en_US,715,18-Aug,2018-08-27T03:12:41-04:00,4,0,15,40.0,couples,0m1w6d,5442.0,Ayurvedic Spas,Boutique Hotels,Whale Watching,Winter,Van,Medium,Resort,Luxury & Relaxation
User 1381,"Cremorne, Australia",en_US,18,18-Aug,2018-08-09T07:22:39-04:00,4,0,7,44.0,solo,0m1w3d,7245.0,Whale Watching,Lake and River,Ayurvedic Spas,Winter,Van,Medium,Hotel,Luxury & Relaxation
User 1388,"Taipei, Taiwan",en_US,3,19-Mar,2019-04-19T04:08:55-04:00,4,0,6,45.0,couples,0m1w5d,5387.0,Hill Country,Whale Watching,Ayurvedic Spas,Fall,PickMe,Medium,Guesthouse,Luxury & Relaxation
User 1393,"Ooty (Udhagamandalam), India",en_IN,25,18-Dec,2019-03-18T04:07:43-04:00,5,2,0,50.0,solo,0m1w0d,5947.0,Lake and River,Beaches,Boutique Hotels,Spring,Van,Medium,Hotel,Luxury & Relaxation
User 1396,"Toronto, Canada",en_US,130,18-Apr,2018-07-16T13:22:06-04:00,3,0,1,61.0,group,0m1w4d,7944.0,Ayurvedic Spas,Hill Country,Beaches,Winter,Van,Low,Guesthouse,Luxury & Relaxation
User 1401,"Agra, India",en_IN,408,18-Jun,2018-06-26T01:59:15-04:00,5,2,9,45.0,solo,0m1w3d,5421.0,Ayurvedic Spas,Beaches,Hill Country,Winter,AC-Bus,Medium,Resort,Luxury & Relaxation
User 1408,manitoba,en_US,28,19-Feb,2019-02-20T07:25:24-05:00,3,1,4,40.0,couples,0m2w0d,5712.0,Ayurvedic Spas,Boutique Hotels,Whale Watching,Summer,Car,Medium,Resort,Luxury & Relaxation
User 1418,"Sydney, Australia",en_UK,26,18-Apr,2018-04-21T20:36:17-04:00,4,2,3,48.0,solo,0m0w6d,5989.0,Lake and River,Hill Country,Beaches,Spring,Uber,Medium,Resort,Luxury & Relaxation
User 1423,"Lahore, Pakistan",en_US,215,18-Mar,2018-04-02T09:10:20-04:00,2,0,1,49.0,solo,0m0w5d,7305.0,Ayurvedic Spas,Lake and River,Hill Country,Spring,Van,Medium,Guesthouse,Luxury & Relaxation
User 1426,"Kolkata (Calcutta), India",en_IN,51,18-Dec,2018-12-26T20:57:22-05:00,5,0,0,40.0,couples,0m1w0d,7506.0,Lake and River,Ayurvedic Spas,Hill Country,Winter,Van,Medium,Hotel,Luxury & Relaxation
User 1436,"Melbourne, Australia",en_US,50,18-Nov,2018-11-15T00:16:47-05:00,4,1,13,44.0,solo,0m1w1d,6206.0,Hill Country,Boutique Hotels,Lake and River,Spring,Car,Medium,Guesthouse,Luxury & Relaxation
User 1437,"London, United Kingdom",en_US,8,18-Nov,2018-11-07T18:07:41-05:00,5,0,3,57.0,group,0m2w0d,7183.0,Ayurvedic Spas,Hill Country,Boutique Hotels,Spring,AC-Bus,Low,Guesthouse,Luxury & Relaxation
User 1443,"Mumbai, India",en_IN,10,17-Oct,2017-11-24T07:37:34-05:00,5,0,1,59.0,couples,0m1w5d,8637.0,Beaches,Boutique Hotels,Lake and River,Spring,PickMe,Low,Hotel,Luxury & Relaxation
User 1456,"Bangalore District, India",en_US,2,17-Aug,2018-02-08T21:57:21-05:00,5,0,10,40.0,group,0m1w2d,6680.0,Boutique Hotels,Whale Watching,Lake and River,Spring,Van,Medium,Guesthouse,Luxury & Relaxation
User 1461,"London, United Kingdom",en_UK,17,17-Aug,2018-01-29T09:04:29-05:00,5,0,0,48.0,solo,0m1w1d,5452.0,Ayurvedic Spas,Whale Watching,Boutique Hotels,Spring,AC-Bus,Medium,Hotel,Luxury & Relaxation
User 1465,"Sydney, Australia",en_us,50,18-Jan,2018-01-20T16:46:04-05:00,3,0,10,51.0,solo,0m1w2d,7907.0,Whale Watching,Boutique Hotels,Hill Country,Winter,Van,Low,Hotel,Luxury & Relaxation
User 1466,"England, United Kingdom",en_UK,184,18-Jan,2018-01-17T08:49:19-05:00,4,0,9,48.0,solo,0m0w6d,5185.0,Hill Country,Beaches,Ayurvedic Spas,Spring,Car,Medium,Resort,Luxury & Relaxation
User 1474,"Budapest, Hungary",en_US,120,16-Nov,2017-09-06T04:36:35-04:00,5,0,6,40.0,couples,0m2w0d,5904.0,Hill Country,Boutique Hotels,Beaches,Winter,Van,Medium,Guesthouse,Luxury & Relaxation
User 1483,"Sheffield, England, United Kingdom",en_UK,2,17-Aug,2017-08-08T10:18:23-04:00,5,0,1,50.0,solo,0m1w0d,5338.0,Beaches,Lake and River,Ayurvedic Spas,Winter,Car,Medium,Guesthouse,Luxury & Relaxation
User 1490,"Riyadh, Saudi Arabia",en_US,7,17-Oct,2017-10-12T06:31:41-04:00,1,0,9,40.0,solo,0m0w6d,7259.0,Lake and River,Ayurvedic Spas,Whale Watching,Spring,AC-Bus,Medium,Hotel,Luxury & Relaxation
User 1494,"Hyderabad, India",en_UK,9,17-Sep,2017-09-30T17:28:10-04:00,3,0,1,44.0,couples,0m1w2d,5934.0,Ayurvedic Spas,Lake and River,Whale Watching,Spring,Uber,Medium,Guesthouse,Luxury & Relaxation
User 1497,"Hanoi, Vietnam",en_US,12,16-Oct,2017-09-11T17:58:49-04:00,4,0,8,45.0,solo,0m1w2d,7423.0,Beaches,Ayurvedic Spas,Whale Watching,Spring,Van,Medium,Resort,Luxury & Relaxation
User 1502,"Manchester, United Kingdom",en_UK,25,22-Mar,2022-03-20T07:18:40-04:00,1,3,6,49.0,couples,0m1w2d,7098.0,Ayurvedic Spas,Lake and River,Hill Country,Winter,PickMe,Medium,Guesthouse,Luxury & Relaxation
User 1508,"Westhoughton, United Kingdom",en_US,6,20-Mar,2020-03-03T23:39:16-05:00,5,0,3,57.0,group,0m2w0d,6277.0,Boutique Hotels,Lake and River,Whale Watching,Spring,Car,Low,Resort,Luxury & Relaxation
User 1510,"Helsinki, Finland",fi,14,20-Feb,2020-02-13T02:11:39-05:00,1,0,8,44.0,couples,0m1w5d,7643.0,Beaches,Hill Country,Boutique Hotels,Spring,PickMe,Medium,Resort,Luxury & Relaxation
User 1518,"New Delhi, India",en_US,65,20-Jan,2020-01-20T00:01:12-05:00,4,0,4,41.0,solo,0m0w5d,7403.0,Ayurvedic Spas,Lake and River,Boutique Hotels,Winter,Car,Medium,Guesthouse,Luxury & Relaxation
User 1523,"Svendborg, Denmark",en_US,8,20-Jan,2020-01-06T05:26:44-05:00,3,2,2,59.0,couples,0m2w0d,6335.0,Lake and River,Whale Watching,Ayurvedic Spas,Spring,PickMe,Low,Hotel,Luxury & Relaxation
User 1530,"Noida, India",en_IN,187,19-Nov,2019-11-23T11:07:26-05:00,3,0,10,58.0,group,0m1w2d,9403.0,Boutique Hotels,Ayurvedic Spas,Beaches,Winter,Uber,Low,Resort,Luxury & Relaxation
User 1536,"Kolkata (Calcutta), India",en_US,1072,19-Mar,2019-03-22T02:21:12-04:00,5,1,10,45.0,couples,0m1w3d,7077.0,Beaches,Hill Country,Whale Watching,Spring,Van,Medium,Guesthouse,Luxury & Relaxation
User 1537,"Vancouver, Canada",en_CA,30,19-Mar,2019-03-15T05:51:51-04:00,3,1,14,45.0,couples,0m1w6d,5671.0,Beaches,Boutique Hotels,Ayurvedic Spas,Winter,Uber,Medium,Hotel,Luxury & Relaxation
User 1539,"Broadstairs, United Kingdom",en_US,107,19-Mar,2019-03-08T01:00:34-05:00,2,0,3,57.0,group,0m1w3d,6608.0,Whale Watching,Ayurvedic Spas,Lake and River,Winter,Van,Low,Resort,Luxury & Relaxation
User 1540,"NY, NY",en_US,709,19-Jan,2019-03-07T03:50:33-05:00,3,0,1,55.0,couples,0m1w1d,9589.0,Hill Country,Ayurvedic Spas,Beaches,Winter,Van,Low,Resort,Luxury & Relaxation
User 1541,Australia,en_AU,2,19-Mar,2019-03-06T18:05:25-05:00,5,0,0,41.0,group,0m1w3d,6053.0,Ayurvedic Spas,Lake and River,Boutique Hotels,Spring,AC-Bus,Medium,Hotel,Luxury & Relaxation
User 1545,"Canberra, Australia",en_MY,9,19-Jul,2019-07-18T04:09:48-04:00,2,0,3,62.0,group,0m1w4d,7176.0,Ayurvedic Spas,Whale Watching,Beaches,Winter,Van,Low,Guesthouse,Luxury & Relaxation
